Submission Time,Status,Role,In-Person Comfort,Learning Preference
6/13/2020 8:46,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 8:48,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 8:48,Completed,Teacher,Comfortable,In-Person
6/13/2020 8:48,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 8:47,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:46,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 8:46,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 8:49,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/13/2020 8:47,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 9:15,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 8:48,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 8:49,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 9:06,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:49,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/13/2020 8:48,Completed,Teacher,Comfortable,In-Person
6/13/2020 8:49,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 8:50,Completed,Teacher,Comfortable,In-Person
6/13/2020 8:50,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 8:52,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:23,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 9:12,Completed,District Classified Staff,Very Uncomfortable,Digital Only
6/13/2020 8:59,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:56,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 8:51,Completed,Teacher,Comfortable,In-Person
6/13/2020 8:56,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:59,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/13/2020 8:56,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/13/2020 8:59,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 8:56,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/16/2020 8:59,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:06,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:00,Completed,School Admin,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:54,Completed,Teacher,Comfortable,In-Person
6/13/2020 8:55,Completed,Teacher,Comfortable,In-Person
6/13/2020 8:55,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:55,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 8:59,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:01,Completed,District Certified Staff,Uncomfortable,Digital Only
6/13/2020 9:06,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:59,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 8:57,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 9:12,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 9:00,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 8:56,Completed,District Classified Staff,Comfortable,In-Person
6/13/2020 8:57,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:06,Completed,School Admin,Comfortable,In-Person
6/13/2020 9:00,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:02,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:02,Completed,District Certified Staff,Comfortable,In-Person
6/13/2020 9:06,Completed,Teacher,Comfortable,In-Person
6/13/2020 8:59,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 8:59,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:01,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/13/2020 9:06,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:02,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/13/2020 9:02,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:05,Completed,Teacher,Very Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:03,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:05,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:04,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 9:05,Completed,School Admin,Comfortable,In-Person
6/13/2020 9:03,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:06,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 12:53,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:05,Completed,District Classified Staff,Very Comfortable,In-Person
6/13/2020 9:11,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:03,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:04,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:05,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:11,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:11,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:19,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:06,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:07,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:07,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:11,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 9:07,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:13,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:08,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 9:09,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:17,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:12,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:14,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:15,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:18,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:15,Completed,School Nutrition Staff Member,Uncomfortable,In-Person
6/13/2020 9:11,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:13,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:12,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:17,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:13,Completed,Transportation Staff Member,Comfortable,In-Person
6/13/2020 9:14,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:15,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:14,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:14,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:14,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:39,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:15,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:18,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 9:27,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:23,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:16,Completed,District Certified Staff,Very Comfortable,In-Person
6/13/2020 9:18,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:29,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:29,Completed,Transportation Staff Member,Comfortable,In-Person
6/13/2020 9:19,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:25,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:17,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:18,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:20,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:22,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:27,Completed,School Admin,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:23,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 9:21,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 9:29,Completed,School Nutrition Staff Member,Uncomfortable,In-Person
6/13/2020 9:26,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:22,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:28,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 9:23,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:30,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:24,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:26,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 9:22,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:24,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:24,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:25,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:33,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:29,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:25,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/13/2020 9:25,Completed,Transportation Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:25,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:31,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:26,Completed,District Classified Staff,Very Comfortable,In-Person
6/13/2020 9:28,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:36,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:27,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:29,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/13/2020 9:38,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:30,Completed,School Nutrition Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:40,Completed,School Nutrition Staff Member,Very Comfortable,In-Person
6/13/2020 9:28,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:28,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:36,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/17/2020 11:18,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:32,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/13/2020 9:33,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 9:30,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:32,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:33,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:39,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:35,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:34,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 9:37,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:34,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:55,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:36,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:57,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:37,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:41,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 9:37,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:45,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:41,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:38,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 9:40,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:43,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:45,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 9:40,Completed,Teacher,Comfortable,Digital Only
6/13/2020 9:41,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/13/2020 9:46,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:41,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 9:44,Completed,Transportation Staff Member,Comfortable,In-Person
6/13/2020 9:41,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 9:41,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:53,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:42,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:44,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:46,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:47,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:54,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 10:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/13/2020 9:43,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:53,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:47,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:45,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:46,Completed,Transportation Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:46,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:54,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:07,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 12:49,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:47,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:54,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:54,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:52,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:59,Completed,District Certified Staff,Very Comfortable,In-Person
6/13/2020 9:50,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:50,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 23:53,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/13/2020 9:50,Completed,Transportation Staff Member,Comfortable,In-Person
6/13/2020 9:50,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 9:52,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 10:53,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:56,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:51,Completed,District Classified Staff,Comfortable,In-Person
6/13/2020 9:52,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 9:53,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/14/2020 8:34,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 10:06,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:54,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:53,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 9:54,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:26,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 9:58,Completed,Teacher,Very Uncomfortable,In-Person
6/13/2020 9:55,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:58,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 9:54,Completed,School Admin,Very Uncomfortable,Digital Only
6/13/2020 9:56,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 9:55,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:00,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 10:01,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 9:58,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 9:59,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 10:00,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 9:57,Completed,School Admin,Comfortable,In-Person
6/13/2020 9:58,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:59,Completed,Teacher,Comfortable,In-Person
6/13/2020 9:59,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:02,Completed,District Certified Staff,Very Comfortable,In-Person
6/13/2020 10:03,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/13/2020 10:00,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:01,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:02,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:03,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 13:12,Completed,Transportation Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:00,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:01,Completed,District Classified Staff,Very Comfortable,In-Person
6/13/2020 10:02,Completed,Transportation Staff Member,Uncomfortable,In-Person
6/13/2020 10:02,Completed,School Admin,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:01,Completed,Transportation Staff Member,Uncomfortable,Digital Only
6/13/2020 10:01,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:08,Completed,Teacher,Very Uncomfortable,In-Person
6/13/2020 10:03,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 10:11,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,In-Person
6/13/2020 14:16,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:14,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:07,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:08,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:10,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:05,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:05,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:10,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:07,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 10:08,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 10:10,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:07,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/13/2020 10:12,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/13/2020 10:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:08,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:10,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,Digital Only
6/13/2020 10:09,Completed,School Admin,Uncomfortable,In-Person
6/13/2020 10:09,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/13/2020 10:14,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:09,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:10,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:09,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:13,Completed,Transportation Staff Member,Uncomfortable,In-Person
6/13/2020 10:19,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:18,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/13/2020 10:12,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 10:15,Completed,School Admin,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:16,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/13/2020 10:17,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:19,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:17,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:29,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/15/2020 9:04,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:17,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 11:52,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:19,Completed,Transportation Staff Member,Uncomfortable,Digital Only
6/13/2020 10:22,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:16,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:18,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 10:18,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:16,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:54,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:19,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:29,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/13/2020 10:26,Completed,Teacher,Very Uncomfortable,Digital Only
6/13/2020 10:42,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:18,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 10:21,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:19,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 10:19,Completed,School Nutrition Staff Member,Uncomfortable,Digital Only
6/14/2020 21:16,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 10:21,Completed,School Admin,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:27,Completed,School Admin,Comfortable,In-Person
6/13/2020 10:23,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/13/2020 10:20,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:20,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/13/2020 10:21,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/13/2020 10:23,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:21,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:27,Completed,Teacher,Uncomfortable,In-Person
6/13/2020 10:23,Completed,Teacher,Very Comfortable,In-Person
6/13/2020 10:23,Completed,School Admin,Very Uncomfortable,Digital Only
6/13/2020 10:43,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:25,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:26,Completed,Teacher,Comfortable,In-Person
6/13/2020 10:23,Completed,School Admin,Comfortable,In-Person
6/13/2020 10:29,Completed,Teacher,Uncomfortable,Digital Only
6/13/2020 10:25,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:26,Completed,Teacher,Very Uncomfortable,In-Person
6/13/2020 10:26,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 10:29,Completed,Teacher,Very Comfortable,In-Person
